Geographic_area,Indicator,Service_Type,Residence,Time_period,Observation_Value,ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level,Residence_type,Service_type,Service_level,country_name,indicator_name,value,year
,,,,,,,,,,,,,,,,,Sudan,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",33.7,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Probability of dying among youth ages 20-24 years (per 1,000)",15.7,2020.0
,,,,,,,,,,,,,,,,,Sudan,Source data assessment of statistical capacity (scale 0 - 100),40.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,GDP per person employed (constant 2017 PPP $),17040.017750548,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Portfolio investment, net (BoP, current US$)",11355806.4872351,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Air transport, passengers carried",386838.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,Export unit value index (2000 = 100),302.6605496,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Tariff rate, applied, weighted mean, primary products (%)",0.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,GDP deflator: linked series (base year varies by country),20225.3192595156,2020.0
,,,,,,,,,,,,,,,,,Sudan,"GDP per capita, PPP (constant 2017 international $)",3927.04383779508,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Compulsory education, duration (years)",8.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,GDP per capita (constant 2015 US$),1127.72434188827,2020.0
,,,,,,,,,,,,,,,,,Sudan,Gross national expenditure (current US$),21310576343.6679,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 15-64, female (% of female population)",56.8502770078936,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 65-69, female (% of female population)",1.58447457826721,2020.0
,,,,,,,,,,,,,,,,,Sudan,Average transaction cost of sending remittances to a specific country (%),8.903512,2020.0
,,,,,,,,,,,,,,,,,Sudan,"People practicing open defecation, rural (% of rural population)",36.17518999,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Preprimary education, duration (years)",2.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,GDP per capita growth (annual %),-5.90675590365227,2020.0
,,,,,,,,,,,,,,,,,Sudan,Gross value added at basic prices (GVA) (current US$),17070033374.6716,2020.0
,,,,,,,,,,,,,,,,,Sudan,Import volume index (2000 = 100),434.5697479,2020.0
,,,,,,,,,,,,,,,,,Sudan,Number of under-five deaths,76576.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 20-24, male (% of male population)",9.59079612521765,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 45-49, male (% of male population)",3.77283000936446,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Present value of external debt (% of exports of goods, services and primary income)",124.835021966867,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Probability of dying among adolescents ages 10-14 years (per 1,000)",3.4,2020.0
,,,,,,,,,,,,,,,,,Sudan,Children (0-14) living with HIV,4100.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,CPIA fiscal policy rating (1=low to 6=high),2.5,2020.0
,,,,,,,,,,,,,,,,,Sudan,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),2.5,2020.0
,,,,,,,,,,,,,,,,,Sudan,External balance on goods and services (% of GDP),0.0868995424409858,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Internally displaced persons, new displacement associated with disasters (number of cases)",454000.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,Multilateral debt service (% of public and publicly guaranteed debt service),19.4360227698509,2020.0
,,,,,,,,,,,,,,,,,Sudan,Net domestic credit (current LCU),872123089871.517,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Net secondary income (BoP, current US$)",1086141368.08246,2020.0
,,,,,,,,,,,,,,,,,Sudan,Number of deaths ages 20-24 years,13164.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 65 and above, female (% of female population)",3.93223508513865,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",141775280.5,2020.0
,,,,,,,,,,,,,,,,,Sudan,Domestic credit to private sector (% of GDP),7.90463834215738,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population, male",21907295.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Prevalence of HIV, female (% ages 15-24)",0.1,2020.0
,,,,,,,,,,,,,,,,,Sudan,Secure Internet servers (per 1 million people),6.43112203307198,2020.0
,,,,,,,,,,,,,,,,,Sudan,Statistical Capacity Score (Overall Average) (scale 0 - 100),54.4445,2020.0
,,,,,,,,,,,,,,,,,Sudan,Trade in services (% of GDP),13.7303091324324,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Net errors and omissions (BoP, current US$)",1208684139.13155,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Net trade in goods and services (BoP, current US$)",-5454158297.72246,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 15-19, female (% of female population)",10.8093829661816,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Air transport, freight (million ton-km)",0.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,Consumer price index (2010 = 100),3364.81993693071,2020.0
,,,,,,,,,,,,,,,,,Sudan,Forest area (sq. km),183595.5,2020.0
,,,,,,,,,,,,,,,,,Sudan,Imports of goods and services (% of GDP),0.348865639412471,2020.0
,,,,,,,,,,,,,,,,,Sudan,"International tourism, expenditures for travel items (current US$)",6000000.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Mortality rate, under-5, female (per 1,000 live births)",51.5,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 0-14, male",8846639.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 0-14, male (% of male population)",40.3821603716935,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 15-64, female",12474073.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,Young people (ages 15-24) newly infected with HIV,1000.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),519.810160017204,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Human capital index (HCI), male (scale 0-1)",0.370086252689362,2020.0
,,,,,,,,,,,,,,,,,Sudan,Liner shipping connectivity index (maximum value in 2004 = 100),9.5230670592,2020.0
,,,,,,,,,,,,,,,,,Sudan,Population ages 0-14 (% of total population),39.7993671957064,2020.0
,,,,,,,,,,,,,,,,,Sudan,"PPG, other private creditors (NFL, current US$)",0.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Mortality rate, infant (per 1,000 live births)",39.9,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",16.1560001373291,2020.0
,,,,,,,,,,,,,,,,,Sudan,GDP (current US$),21329109521.8077,2020.0
,,,,,,,,,,,,,,,,,Sudan,GDP per capita (current LCU),92565.5007384502,2020.0
,,,,,,,,,,,,,,,,,Sudan,Gross savings (current LCU),1226028391146.09,2020.0
,,,,,,,,,,,,,,,,,Sudan,Net primary income (Net income from abroad) (current US$),-1471907153.44193,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 25-29, male (% of male population)",7.97867559641663,2020.0
,,,,,,,,,,,,,,,,,Sudan,Refugee population by country or territory of asylum,1040308.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",38.2820014953613,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Net financial account (BoP, current US$)",-4488946265.2797,2020.0
,,,,,,,,,,,,,,,,,Sudan,People using at least basic sanitation services (% of population),36.89208291,2020.0
,,,,,,,,,,,,,,,,,Sudan,Travel services (% of commercial service imports),0.516716002393548,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",28.2250003814697,2020.0
,,,,,,,,,,,,,,,,,Sudan,Number of deaths ages 10-14 years,3617.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 00-04, male (% of male population)",14.6792061731035,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 75-79, female (% of female population)",0.687855158337167,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Secondary education, duration (years)",6.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,Short-term debt (% of total external debt),25.3625,2020.0
,,,,,,,,,,,,,,,,,Sudan,Gross value added at basic prices (GVA) (constant 2015 US$),47667616368.2682,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",64124642509.621,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Labor force, total",12576579.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population, total",43849269.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,CPIA efficiency of revenue mobilization rating (1=low to 6=high),2.5,2020.0
,,,,,,,,,,,,,,,,,Sudan,Gross fixed capital formation (current US$),6809841073.56805,2020.0
,,,,,,,,,,,,,,,,,Sudan,Gross savings (current US$),6442608466.34836,2020.0
,,,,,,,,,,,,,,,,,Sudan,Households and NPISHs Final consumption expenditure (constant LCU),18472352300.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,IDA resource allocation index (1=low to 6=high),2.23333333333333,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 65 and above, male",748267.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Foreign direct investment, net outflows (BoP, current US$)",0.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 05-09, female (% of female population)",13.0131135876836,2020.0
,,,,,,,,,,,,,,,,,Sudan,Public and publicly guaranteed debt service (% of GNI),0.713974092976262,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Secondary income, other sectors, payments (BoP, current US$)",421842067.10455,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Air transport, registered carrier departures worldwide",2261.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,Broad money (current LCU),1296384039101.28,2020.0
,,,,,,,,,,,,,,,,,Sudan,"IMF repurchases and charges (TDS, current US$)",3287638.5,2020.0
,,,,,,,,,,,,,,,,,Sudan,External balance on goods and services (current US$),18534898.5811876,2020.0
,,,,,,,,,,,,,,,,,Sudan,Households and NPISHs Final consumption expenditure (annual % growth),-3.39999995502684,2020.0
,,,,,,,,,,,,,,,,,Sudan,"ICT service exports (% of service exports, BoP)",0.791296226739295,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Insurance and financial services (% of service exports, BoP)",0.95040960864204,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Probability of dying among adolescents ages 15-19 years (per 1,000)",10.5,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Industry (including construction), value added (current LCU)",948524725600.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,Land area (sq. km),1849233.715,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 05-09, male (% of male population)",13.3945975530069,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Services, value added (current US$)",7743855789.28008,2020.0
,,,,,,,,,,,,,,,,,Sudan,Women Business and the Law Index Score (scale 1-100),29.375,2020.0
,,,,,,,,,,,,,,,,,Sudan,"GNI per capita, Atlas method (current US$)",530.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,Gross savings (% of GNI),32.4446936020151,2020.0
,,,,,,,,,,,,,,,,,Sudan,"PPG, private creditors (NFL, current US$)",0.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Primary income payments (BoP, current US$)",1534535155.47378,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Tariff rate, most favored nation, weighted mean, primary products (%)",25.0,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",35.7849998474121,2020.0
,,,,,,,,,,,,,,,,,Sudan,Age dependency ratio (% of working-age population),76.9081404195564,2020.0
,,,,,,,,,,,,,,,,,Sudan,Claims on private sector (annual growth as % of broad money),20.4998020863163,2020.0
,,,,,,,,,,,,,,,,,Sudan,"External debt stocks, long-term (DOD, current US$)",16584378822.4,2020.0
,,,,,,,,,,,,,,,,,Sudan,GNI per capita growth (annual %),-6.64893263004048,2020.0
,,,,,,,,,,,,,,,,,Sudan,People using at least basic drinking water services (% of population),60.4486756,2020.0
,,,,,,,,,,,,,,,,,Sudan,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),83.3335,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 15-19, male (% of male population)",11.0873615387021,2020.0
,,,,,,,,,,,,,,,,,Sudan,"Adjusted net savings, including particulate emission damage (% of GNI)",37.340656052178,2019.0
,,,,,,,,,,,,,,,,,Sudan,"External debt stocks, short-term (DOD, current US$)",5426690860.9,2019.0
,,,,,,,,,,,,,,,,,Sudan,Merchandise imports (current US$),9291000000.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 75-79, male (% of male population)",0.570124606577646,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Service imports (BoP, current US$)",1425402760.82467,2019.0
,,,,,,,,,,,,,,,,,Sudan,GDP per person employed (constant 2017 PPP $),17263.7626065277,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",0.419618788397341,2019.0
,,,,,,,,,,,,,,,,,Sudan,Net official development assistance and official aid received (constant 2018 US$),1651199951.17188,2019.0
,,,,,,,,,,,,,,,,,Sudan,Adjusted savings: education expenditure (current US$),629859974.048,2019.0
,,,,,,,,,,,,,,,,,Sudan,Domestic general government health expenditure (% of GDP),1.03762662,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Employment in services, male (% of male employment) (modeled ILO estimate)",45.2799987792969,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Net bilateral aid flows from DAC donors, Italy (current US$)",23149999.6185303,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 40-44, male (% of male population)",4.44790516681445,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 60-64, female (% of female population)",2.05082957838453,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Armed forces personnel, total",124000.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,CPIA efficiency of revenue mobilization rating (1=low to 6=high),2.5,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Employment in services, female (% of female employment) (modeled ILO estimate)",43.4799995422363,2019.0
,,,,,,,,,,,,,,,,,Sudan,GDP (current LCU),1956453789500.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Out-of-pocket expenditure per capita, PPP (current international $)",137.82289817,2019.0
,,,,,,,,,,,,,,,,,Sudan,People with basic handwashing facilities including soap and water (% of population),14.26,2019.0
,,,,,,,,,,,,,,,,,Sudan,Primary school starting age (years),6.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,UHC service coverage index,44.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Communications, computer, etc. (% of service exports, BoP)",11.4693618375957,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Computer, communications and other services (% of commercial service exports)",10.4996434666059,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",21.1240005493164,2019.0
,,,,,,,,,,,,,,,,,Sudan,General government final consumption expenditure (constant 2015 US$),8974618982.89857,2019.0
,,,,,,,,,,,,,,,,,Sudan,Gross fixed capital formation (constant 2015 US$),9171749238.86523,2019.0
,,,,,,,,,,,,,,,,,Sudan,Households and NPISHs Final consumption expenditure (constant LCU),19122517900.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Mortality rate, infant (per 1,000 live births)",41.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Net ODA received (% of GNI),6.6216614475953,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Prevalence of HIV, total (% of population ages 15-49)",0.2,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Foreign direct investment, net outflows (% of GDP)",0.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),1.74949763025564,2019.0
,,,,,,,,,,,,,,,,,Sudan,Merchandise imports from high-income economies (% of total merchandise imports),56.8476537354501,2019.0
,,,,,,,,,,,,,,,,,Sudan,Procedures to build a warehouse (number),16.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Trade in services (% of GDP),10.6744910569301,2019.0
,,,,,,,,,,,,,,,,,Sudan,Urban population,14957232.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Age dependency ratio, old (% of working-age population)",6.4523524650072,2019.0
,,,,,,,,,,,,,,,,,Sudan,Imports of goods and services (constant 2015 US$),650335458.54848,2019.0
,,,,,,,,,,,,,,,,,Sudan,Insurance and financial services (% of commercial service exports),0.251688873323062,2019.0
,,,,,,,,,,,,,,,,,Sudan,"International tourism, expenditures for travel items (current US$)",11000000.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 15-64, total",24068307.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Current health expenditure (% of GDP),4.57356596,2019.0
,,,,,,,,,,,,,,,,,Sudan,Exports of goods and services (annual % growth),6.90000640006301,2019.0
,,,,,,,,,,,,,,,,,Sudan,Gross capital formation (annual % growth),-0.199966393425328,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Net financial account (BoP, current US$)",-3943975216.18001,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 80 and above, male (% of male population)",0.43861133808205,2019.0
,,,,,,,,,,,,,,,,,Sudan,CPIA quality of public administration rating (1=low to 6=high),2.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Goods imports (BoP, current US$)",8361475038.8814,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Industry (including construction), value added (current US$)",5685303355.61497,2019.0
,,,,,,,,,,,,,,,,,Sudan,"People using at least basic drinking water services, rural (% of rural population)",53.19902707,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 35-39, female (% of female population)",5.61546894064073,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Self-employed, male (% of male employment) (modeled ILO estimate)",51.1199989318848,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Tuberculosis case detection rate (%, all forms)",69.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.6539993286133,2019.0
,,,,,,,,,,,,,,,,,Sudan,Access to clean fuels and technologies for cooking (% of population),53.200001,2019.0
,,,,,,,,,,,,,,,,,Sudan,Cost of business start-up procedures (% of GNI per capita),17.8,2019.0
,,,,,,,,,,,,,,,,,Sudan,"ICT service exports (% of service exports, BoP)",0.0088581360385305,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Net official flows from UN agencies, UNPBF (current US$)",899999.976158142,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 0-14, male",8715511.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 15-19, female (% of female population)",10.8204975234631,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Probability of dying among adolescents ages 10-14 years (per 1,000)",3.5,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Probability of dying among children ages 5-9 years (per 1,000)",5.8,2019.0
,,,,,,,,,,,,,,,,,Sudan,Public private partnerships investment in transport (current US$),604370000.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Total natural resources rents (% of GDP),5.84158673578718,2019.0
,,,,,,,,,,,,,,,,,Sudan,External balance on goods and services (current LCU),827638400.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",29.548999786377,2019.0
,,,,,,,,,,,,,,,,,Sudan,"People practicing open defecation, urban (% of urban population)",1.660885479,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Services, value added (constant 2015 US$)",24690537263.1173,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Access to electricity, rural (% of rural population)",39.0291157401321,2019.0
,,,,,,,,,,,,,,,,,Sudan,Adults (ages 15-49) newly infected with HIV,2900.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",40.3969993591309,2019.0
,,,,,,,,,,,,,,,,,Sudan,External balance on goods and services (current US$),11064684.4919786,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",35.0999984741211,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Mortality rate, infant, male (per 1,000 live births)",45.4,2019.0
,,,,,,,,,,,,,,,,,Sudan,Natural gas rents (% of GDP),0.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Other taxes payable by businesses (% of commercial profits),14.7,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Preprimary education, duration (years)",2.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Probability of dying among adolescents ages 15-19 years (per 1,000)",10.8,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Services, value added (constant LCU)",7895635400.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"International tourism, receipts for travel items (current US$)",821000000.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Net official flows from UN agencies, UNFPA (current US$)",4358462.81051636,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Primary income receipts (BoP, current US$)",101927540.428615,2019.0
,,,,,,,,,,,,,,,,,Sudan,Adjusted net national income per capita (constant 2015 US$),1106.24557825516,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Adolescent fertility rate (births per 1,000 women ages 15-19)",57.599,2019.0
,,,,,,,,,,,,,,,,,Sudan,Children (0-14) living with HIV,4100.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Final consumption expenditure (current LCU),1255132548100.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Fixed telephone subscriptions (per 100 people),0.321961165,2019.0
,,,,,,,,,,,,,,,,,Sudan,GNI per capita growth (annual %),-4.86064282872928,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Internally displaced persons, new displacement associated with disasters (number of cases)",272000.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Net bilateral aid flows from DAC donors, Germany (current US$)",77139999.3896484,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Net official flows from UN agencies, IAEA (current US$)",496404.021978378,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 70-74, male (% of male population)",0.954958014688267,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Reserves and related items (BoP, current US$)",-1780197328.21579,2019.0
,,,,,,,,,,,,,,,,,Sudan,Average transaction cost of sending remittances to a specific country (%),8.574589,2019.0
,,,,,,,,,,,,,,,,,Sudan,Domestic private health expenditure (% of current health expenditure),70.75496674,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Foreign direct investment, net inflows (BoP, current US$)",825354992.310273,2019.0
,,,,,,,,,,,,,,,,,Sudan,General government final consumption expenditure (annual % growth),-10.8900014499007,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Industry (including construction), value added (constant LCU)",5925712400.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Net primary income (Net income from abroad) (current LCU),-121184495700.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Out-of-pocket expenditure (% of current health expenditure),67.38342285,2019.0
,,,,,,,,,,,,,,,,,Sudan,Gross national expenditure (current LCU),1955625929900.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Insurance and financial services (% of commercial service imports),8.20161054894024,2019.0
,,,,,,,,,,,,,,,,,Sudan,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),3.8782422557403,2019.0
,,,,,,,,,,,,,,,,,Sudan,Number of under-five deaths,78036.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Population ages 65 and above (% of total population),3.62731732647738,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Services, value added (annual % growth)",-3.81911067062713,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Current health expenditure per capita, PPP (current international $)",204.5353241,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Net bilateral aid flows from DAC donors, Greece (current US$)",0.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Population ages 0-14, female (% of female population)",39.5628416728817,2019.0
,,,,,,,,,,,,,,,,,Sudan,Travel services (% of commercial service imports),0.875533549455305,2019.0
,,,,,,,,,,,,,,,,,Sudan,Consumer price index (2010 = 100),1344.19276243483,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Foreign direct investment, net (BoP, current US$)",-825354992.310273,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",26.8080005645752,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Life expectancy at birth, female (years)",67.187,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Net bilateral aid flows from DAC donors, Austria (current US$)",219999.998807907,2019.0
,,,,,,,,,,,,,,,,,Sudan,Statistical Capacity Score (Overall Average) (scale 0 - 100),71.1111,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Technical cooperation grants (BoP, current US$)",45380000.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Cause of death, by non-communicable diseases (% of total)",53.9452462094465,2019.0
,,,,,,,,,,,,,,,,,Sudan,Children (ages 0-14) newly infected with HIV,660.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Employers, total (% of total employment) (modeled ILO estimate)",3.07999992370605,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",33.6199989318848,2019.0
,,,,,,,,,,,,,,,,,Sudan,General government final consumption expenditure (% of GDP),25.2748421738279,2019.0
,,,,,,,,,,,,,,,,,Sudan,People using at least basic sanitation services (% of population),36.77826091,2019.0
,,,,,,,,,,,,,,,,,Sudan,Population ages 15-64 (% of total population),56.2169766276496,2019.0
,,,,,,,,,,,,,,,,,Sudan,Prevalence of anemia among women of reproductive age (% of women ages 15-49),36.5,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",19.0100002288818,2019.0
,,,,,,,,,,,,,,,,,Sudan,Ease of doing business score (0 = lowest performance to 100 = best performance),44.82932,2019.0
,,,,,,,,,,,,,,,,,Sudan,Fixed broadband subscriptions,32762.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,GDP growth (annual %),-2.17825104530091,2019.0
,,,,,,,,,,,,,,,,,Sudan,Gross savings (% of GDP),35.4863501883415,2019.0
,,,,,,,,,,,,,,,,,Sudan,Gross savings (current US$),9281738542.98191,2019.0
,,,,,,,,,,,,,,,,,Sudan,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),3.8782422557403,2019.0
,,,,,,,,,,,,,,,,,Sudan,Number of deaths ages 10-14 years,3653.0,2019.0
,,,,,,,,,,,,,,,,,Sudan,Prevalence of anemia among pregnant women (%),36.8,2019.0
,,,,,,,,,,,,,,,,,Sudan,Women Business and the Law Index Score (scale 1-100),29.375,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Agriculture, forestry, and fishing, value added (annual % growth)",-1.50000126936249,2019.0
,,,,,,,,,,,,,,,,,Sudan,Import unit value index (2000 = 100),141.6837034,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Transport services (% of service exports, BoP)",28.1803130877222,2019.0
,,,,,,,,,,,,,,,,,Sudan,Export unit value index (2000 = 100),284.7230762,2019.0
,,,,,,,,,,,,,,,,,Sudan,General government final consumption expenditure (current US$),6610836998.6631,2019.0
,,,,,,,,,,,,,,,,,Sudan,"Mortality caused by road traffic injury (per 100,000 population)",26.8,2019.0
